,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
19,2021-07-20,685.6729398063578,-219.0785876162752,1304.8770628429356,677.1571285352869,694.3846544963235,-148.50043375744258,-148.50043375744258,-148.50043375744258,-38.472692192124725,-38.472692192124725,-38.472692192124725,-110.02774156531784,-110.02774156531784,-110.02774156531784,0.0,0.0,0.0,537.1725060489152
20,2021-07-21,687.1431682085738,-233.45899728164517,1291.756371574273,678.0182111321807,696.7977537507804,-162.28681764778608,-162.28681764778608,-162.28681764778608,-58.35530717014522,-58.35530717014522,-58.35530717014522,-103.93151047764086,-103.93151047764086,-103.93151047764086,0.0,0.0,0.0,524.8563505607877
21,2021-07-22,688.6133966107898,-131.24419071469802,1303.3726987342588,679.0091631831739,698.7268414586608,-101.97414944951232,-101.97414944951232,-101.97414944951232,-4.634685224719629,-4.634685224719629,-4.634685224719629,-97.3394642247927,-97.3394642247927,-97.3394642247927,0.0,0.0,0.0,586.6392471612775
22,2021-07-23,690.0836250130061,-232.92423919863862,1329.2570219146592,679.9126541128906,700.6349943693448,-113.4107149592716,-113.4107149592716,-113.4107149592716,-23.069250390453323,-23.069250390453323,-23.069250390453323,-90.34146456881828,-90.34146456881828,-90.34146456881828,0.0,0.0,0.0,576.6729100537345
23,2021-07-24,691.5538534152219,-130.62913542941507,1412.2072069960388,680.4257380211134,702.6579832757265,-9.606901509705827,-9.606901509705827,-9.606901509705827,73.42368841362217,73.42368841362217,73.42368841362217,-83.030589923328,-83.030589923328,-83.030589923328,0.0,0.0,0.0,681.946951905516
24,2021-07-25,693.0240818174382,-99.91489621463032,1440.2817362353405,681.391753281205,704.6985603603185,-2.139691035243701,-2.139691035243701,-2.139691035243701,73.36118910196768,73.36118910196768,73.36118910196768,-75.50088013721137,-75.50088013721137,-75.50088013721137,0.0,0.0,0.0,690.8843907821945
25,2021-07-26,694.4943102196542,-163.53720640122765,1339.6457191699037,682.1342025049206,706.8095635980449,-90.09809741535595,-90.09809741535595,-90.09809741535595,-22.252942537879715,-22.252942537879715,-22.252942537879715,-67.84515487747625,-67.84515487747625,-67.84515487747625,0.0,0.0,0.0,604.3962128042982
26,2021-07-27,695.9645386218705,-109.8718221844334,1315.9756269115173,682.9391501343108,708.9339596443677,-98.62565706675001,-98.62565706675001,-98.62565706675001,-38.47269219199991,-38.47269219199991,-38.47269219199991,-60.152964874750104,-60.152964874750104,-60.152964874750104,0.0,0.0,0.0,597.3388815551205
27,2021-07-28,697.4347670240865,-133.43952397272514,1359.1195872146334,683.9223612376377,710.8692243355559,-110.86403696377697,-110.86403696377697,-110.86403696377697,-58.355307170103096,-58.355307170103096,-58.355307170103096,-52.508729793673865,-52.508729793673865,-52.508729793673865,0.0,0.0,0.0,586.5707300603095
28,2021-07-29,698.9049954263024,-70.07647678852396,1399.1729466173156,684.8216087873009,712.982953215901,-49.62479473174168,-49.62479473174168,-49.62479473174168,-4.634685224773263,-4.634685224773263,-4.634685224773263,-44.99010950696841,-44.99010950696841,-44.99010950696841,0.0,0.0,0.0,649.2802006945608
29,2021-08-01,703.3156806329508,13.337656276072817,1454.581431127766,687.0371215629526,719.1142519629722,49.52441367903661,49.52441367903661,49.52441367903661,73.36118910196822,73.36118910196822,73.36118910196822,-23.836775422931606,-23.836775422931606,-23.836775422931606,0.0,0.0,0.0,752.8400943119874
30,2021-08-02,704.7859090351668,-78.86839686982837,1388.3327572938297,687.8348886466379,721.1182132900096,-39.67392538649494,-39.67392538649494,-39.67392538649494,-22.252942538128938,-22.252942538128938,-22.252942538128938,-17.420982848366005,-17.420982848366005,-17.420982848366005,0.0,0.0,0.0,665.1119836486719
31,2021-08-03,706.2561374373831,-124.22241089285076,1426.592470463018,688.9043095091533,723.0532783967758,-49.853793756689726,-49.853793756689726,-49.853793756689726,-38.47269219207781,-38.47269219207781,-38.47269219207781,-11.381101564611907,-11.381101564611907,-11.381101564611907,0.0,0.0,0.0,656.4023436806934
32,2021-08-04,707.7263658395991,-57.50763797521889,1415.82286274795,689.7778556384303,724.9743418364235,-64.09205688086139,-64.09205688086139,-64.09205688086139,-58.35530717012494,-58.35530717012494,-58.35530717012494,-5.736749710736453,-5.736749710736453,-5.736749710736453,0.0,0.0,0.0,643.6343089587377
33,2021-08-05,709.1965942418154,-15.439990323798726,1482.261075428517,690.5925014696132,727.0385051664348,-5.132621868670252,-5.132621868670252,-5.132621868670252,-4.6346852247394095,-4.6346852247394095,-4.6346852247394095,-0.49793664393083953,-0.49793664393083953,-0.49793664393083953,0.0,0.0,0.0,704.0639723731451
34,2021-08-06,710.6668226440314,-59.571445230306196,1361.7520216286146,691.5841965592793,728.9906673389773,-18.735118376466406,-18.735118376466406,-18.735118376466406,-23.069250390541242,-23.069250390541242,-23.069250390541242,4.334132014074834,4.334132014074834,4.334132014074834,0.0,0.0,0.0,691.931704267565
35,2021-08-07,712.1370510462472,53.90776137079774,1513.5747430980064,692.137174919881,731.0438520280888,82.18970765746879,82.18970765746879,82.18970765746879,73.42368841364144,73.42368841364144,73.42368841364144,8.766019243827362,8.766019243827362,8.766019243827362,0.0,0.0,0.0,794.326758703716
36,2021-08-08,713.6072794484635,42.47677649753182,1533.6425085694739,692.8953741237011,733.034794734672,86.17202387450219,86.17202387450219,86.17202387450219,73.36118910179862,73.36118910179862,73.36118910179862,12.810834772703569,12.810834772703569,12.810834772703569,0.0,0.0,0.0,799.7793033229657
37,2021-08-09,715.0775078506795,-16.089787926864588,1462.4659110213106,693.6897212536435,735.0193866554628,-5.766067869029417,-5.766067869029417,-5.766067869029417,-22.252942538076812,-22.252942538076812,-22.252942538076812,16.4868746690474,16.4868746690474,16.4868746690474,0.0,0.0,0.0,709.3114399816501
38,2021-08-10,716.5477362528958,-36.032309715035325,1437.0480761375302,694.298493879957,737.0006386402083,-18.656518435456164,-18.656518435456164,-18.656518435456164,-38.47269219205648,-38.47269219205648,-38.47269219205648,19.816173756600303,19.816173756600303,19.816173756600303,0.0,0.0,0.0,697.8912178174396
39,2021-08-11,718.0179646551118,-86.28036640490431,1446.2453924222225,694.6671024608664,738.9887777298097,-35.532283433275616,-35.532283433275616,-35.532283433275616,-58.35530717008284,-58.35530717008284,-58.35530717008284,22.823023736807222,22.823023736807222,22.823023736807222,0.0,0.0,0.0,682.4856812218361
40,2021-08-12,719.4881930573281,3.6023486490594876,1501.2587374787904,695.1217245378963,741.5735839456285,20.897824491212386,20.897824491212386,20.897824491212386,-4.634685224749299,-4.634685224749299,-4.634685224749299,25.532509715961684,25.532509715961684,25.532509715961684,0.0,0.0,0.0,740.3860175485405
41,2021-08-13,720.9584214595442,-82.29510275212826,1469.1023208479305,696.1702863267469,743.9541907008887,4.899865578189434,4.899865578189434,4.899865578189434,-23.06925039047657,-23.06925039047657,-23.06925039047657,27.969115968666003,27.969115968666003,27.969115968666003,0.0,0.0,0.0,725.8582870377336
42,2021-08-14,722.4286498617598,57.408983149945286,1597.0689505452237,696.6989417101177,746.3910508898769,103.57913672203301,103.57913672203301,103.57913672203301,73.42368841380697,73.42368841380697,73.42368841380697,30.155448308226035,30.155448308226035,30.155448308226035,0.0,0.0,0.0,826.0077865837928
