,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
43,2021-08-15,723.8988782639761,60.73906850309807,1610.7376767013602,697.6525176867747,748.8326249046517,105.47230461045164,105.47230461045164,105.47230461045164,73.36118910217961,73.36118910217961,73.36118910217961,32.11111550827204,32.11111550827204,32.11111550827204,0.0,0.0,0.0,829.3711828744277
44,2021-08-16,725.3691066661921,11.655445761693652,1510.6848337276704,698.5871597450791,751.4380807097061,11.598863464688614,11.598863464688614,11.598863464688614,-22.252942538024694,-22.252942538024694,-22.252942538024694,33.85180600271331,33.85180600271331,33.85180600271331,0.0,0.0,0.0,736.9679701308808
45,2021-08-17,726.8393350684084,2.537869939886189,1446.532842245085,699.229255745957,753.9152337515801,-3.0841033994509734,-3.0841033994509734,-3.0841033994509734,-38.472692192033016,-38.472692192033016,-38.472692192033016,35.388588792582034,35.388588792582034,35.388588792582034,0.0,0.0,0.0,723.7552316689574
46,2021-08-18,728.3095634706244,-43.377608799403816,1488.6701167344693,699.6444114052008,756.1802814698726,-21.627847815536594,-21.627847815536594,-21.627847815536594,-58.35530717016861,-58.35530717016861,-58.35530717016861,36.72745935463202,36.72745935463202,36.72745935463202,0.0,0.0,0.0,706.6817156550878
47,2021-08-19,729.7797918728409,-10.751697401673345,1532.240477830143,700.2861328151079,758.4458304967884,33.234457416208016,33.234457416208016,33.234457416208016,-4.63468522475919,-4.63468522475919,-4.63468522475919,37.86914264096721,37.86914264096721,37.86914264096721,0.0,0.0,0.0,763.0142492890488
48,2021-08-20,731.2500202750565,-10.638226093623624,1519.3905573831587,700.9237877666523,760.4532956279361,15.739905875882537,15.739905875882537,15.739905875882537,-23.0692503905227,-23.0692503905227,-23.0692503905227,38.80915626640524,38.80915626640524,38.80915626640524,0.0,0.0,0.0,746.989926150939
49,2021-08-21,732.7202486772728,46.58390753430655,1599.370149452713,701.3890525468253,762.8552299727177,112.96181640087516,112.96181640087516,112.96181640087516,73.42368841341221,73.42368841341221,73.42368841341221,39.53812798746296,39.53812798746296,39.53812798746296,0.0,0.0,0.0,845.682065078148
50,2021-08-22,734.1904770794888,155.37506479570507,1516.7374381841473,702.3623564846644,765.0299180229699,113.40354197198008,113.40354197198008,113.40354197198008,73.36118910201002,73.36118910201002,73.36118910201002,40.04235286997006,40.04235286997006,40.04235286997006,0.0,0.0,0.0,847.5940190514689
51,2021-08-23,735.6607054817048,24.664251078450885,1544.3990926956399,703.3356604225033,767.3143702944394,18.05162485749773,18.05162485749773,18.05162485749773,-22.25294253827392,-22.25294253827392,-22.25294253827392,40.30456739577165,40.30456739577165,40.30456739577165,0.0,0.0,0.0,753.7123303392025
52,2021-08-24,737.1309338839211,74.83425468164964,1505.8060322667131,703.9845331887234,769.4540526730996,1.8322182364902921,1.8322182364902921,1.8322182364902921,-38.47269219200955,-38.47269219200955,-38.47269219200955,40.304910428499845,40.304910428499845,40.304910428499845,0.0,0.0,0.0,738.9631521204115
53,2021-08-25,738.6011622861372,10.440583956192844,1430.2904674319404,704.8925771649093,771.9188113957523,-18.333272500951786,-18.333272500951786,-18.333272500951786,-58.35530717012651,-58.35530717012651,-58.35530717012651,40.022034669174715,40.022034669174715,40.022034669174715,0.0,0.0,0.0,720.2678897851854
54,2021-08-26,740.0713906883535,8.976174052456786,1503.489323027264,705.7421996443062,774.2692179859637,34.799641955577464,34.799641955577464,34.799641955577464,-4.63468522476945,-4.63468522476945,-4.63468522476945,39.43432718034692,39.43432718034692,39.43432718034692,0.0,0.0,0.0,774.871032643931
55,2021-08-27,741.5416190905692,11.839799286155005,1494.1475045267998,705.8632328945557,776.5613422351831,15.451943501941386,15.451943501941386,15.451943501941386,-23.069250390568826,-23.069250390568826,-23.069250390568826,38.52119389251021,38.52119389251021,38.52119389251021,0.0,0.0,0.0,756.9935625925106
56,2021-08-28,743.0118474927855,79.94152348710978,1570.063612078175,706.2769610753776,778.8534664844034,110.68804925304525,110.68804925304525,110.68804925304525,73.42368841357774,73.42368841357774,73.42368841357774,37.264360839467514,37.264360839467514,37.264360839467514,0.0,0.0,0.0,853.6998967458308
57,2021-08-29,744.4820758950015,154.61575367392618,1619.9671604870443,707.2498457877689,781.1455907336228,109.01033336168473,109.01033336168473,109.01033336168473,73.36118910201057,73.36118910201057,73.36118910201057,35.64914425967417,35.64914425967417,35.64914425967417,0.0,0.0,0.0,853.4924092566862
